rank.['player', 'country', 'goals']
6634.['Sergei Ivanov', 'Kyrgyzstan', 1]
6635.['Zamirbek Jumagulov', 'Kyrgyzstan', 1]
6636.['Andrey Krasnov', 'Kyrgyzstan', 1]
6637.['Valeri Berezovsky', 'Kyrgyzstan', 1]
6638.['Azamat Ishenbaev', 'Kyrgyzstan', 1]
6639.['Emil Kenjisariev', 'Kyrgyzstan', 1]
6640.['Vyacheslav Amin', 'Kyrgyzstan', 1]
6641.['Cholponbek Esenkul Uulu', 'Kyrgyzstan', 1]
6642.['Aibek Bokoev', 'Kyrgyzstan', 1]
6643.['Almazbek Mirzaliev', 'Kyrgyzstan', 1]
6644.['Bakhtiyar Duyshobekov', 'Kyrgyzstan', 1]
6645.['Akhlidin Israilov', 'Kyrgyzstan', 1]
6646.['Tamirlan Kozubaev', 'Kyrgyzstan', 1]
6647.['Farhat Musabekov', 'Kyrgyzstan', 1]
6648.['Abay Bokoleyev', 'Kyrgyzstan', 1]
6649.['Jasem Al-Huwaidi', 'Kuwait', 21]
6650.['Faisal Al-Dakhil', 'Kuwait', 20]
6651.['Bader Al-Mutawa', 'Kuwait', 14]
6652.['Yousef Nasser', 'Kuwait', 14]
6653.['Abdulaziz Al-Anberi', 'Kuwait', 13]
6654.['Jasem Yaqoub', 'Kuwait', 11]
6655.['Bashar Abdullah', 'Kuwait', 10]
6656.['Fathi Kameel', 'Kuwait', 7]
6657.['Ali Marwi', 'Kuwait', 6]
6658.['Ahmad Ajab', 'Kuwait', 6]
6659.['Salah Al-Hasawi', 'Kuwait', 5]
6660.['Hamed Al-Saleh', 'Kuwait', 5]
6661.['Basheer Saeed', 'Kuwait', 5]
6662.['Hamad Khalid Bo Hamad', 'Kuwait', 4]
6663.['Musaed Neda', 'Kuwait', 4]
6664.['Ibrahim Al Duraihem', 'Kuwait', 3]
6665."[""Fat'hi Kameel Fayaz Matar Marzouq"", 'Kuwait', 3]"
6666.['Abdullah Wabran', 'Kuwait', 3]
6667.['Bashar Abdulaziz', 'Kuwait', 3]
6668.['Faraj Laheeb', 'Kuwait', 3]
6669.['Saad Al-Houti', 'Kuwait', 2]
6670."[""Mahboub Juma'a"", 'Kuwait', 2]"
6671.['Nassir Al-Ghanem', 'Kuwait', 2]
6672.['Abdullah Al-Buloushi', 'Kuwait', 2]
6673.['Ali Al-Hadyah', 'Kuwait', 2]
6674.['Hani Al Saqer', 'Kuwait', 2]
6675.['Fawaz Al Ahmad', 'Kuwait', 2]
6676.['Khalaf Al-Mutairi', 'Kuwait', 2]
6677.['Waleed Ali', 'Kuwait', 2]
6678.['Fahad Al Ansari', 'Kuwait', 2]
6679.['Hussain Fadhel', 'Kuwait', 2]
6680.['Faisal Zayid', 'Kuwait', 2]
6681.['Jawad Khalaf', 'Kuwait', 1]
6682.['Fayez Marzouq', 'Kuwait', 1]
6683.['Mohammad Sultan', 'Kuwait', 1]
6684.['Faruq Ibrahim', 'Kuwait', 1]
6685."[""Abdullah Yousuf Ma'yoof"", 'Kuwait', 1]"
6686.['Farouk Ibrahim Al Awadi Al Saleh', 'Kuwait', 1]
6687.['Badr Abdul Hameed Bo Abbas', 'Kuwait', 1]
6688.['Mohammed Karam', 'Kuwait', 1]
6689.['Sami Al-Hashash', 'Kuwait', 1]
6690.['Ibrahim Al-Rumaihi', 'Kuwait', 1]
6691.['Issam Mahrous', 'Kuwait', 1]
6692.['Muayad Al-Haddad', 'Kuwait', 1]
6693.['Jamal Yaqoub', 'Kuwait', 1]
6694.['Adel Abbas Hussain', 'Kuwait', 1]
6695.['Mansour Basha Mohamed', 'Kuwait', 1]
6696.['Abdulaziz Al-Hajeri', 'Kuwait', 1]
6697.['Fahad Yousef Al-Sovayed', 'Kuwait', 1]
6698.['Ayman Al Husaini', 'Kuwait', 1]
6699.['Basel Abdul Rahim', 'Kuwait', 1]
6700.['Wail Al Habashi', 'Kuwait', 1]
6701.['Hamoud Al-Shemmari', 'Kuwait', 1]
6702.['Fayez Al-Felaij', 'Kuwait', 1]
6703.['Badr Haji', 'Kuwait', 1]
6704.['Faisal Al Otaibi', 'Kuwait', 1]
6705.['Jamal Mubarak', 'Kuwait', 1]
6706.['Naser Al-Sauhi', 'Kuwait', 1]
6707.['Ali Asel', 'Kuwait', 1]
6708.['Hamad Al Harbi', 'Kuwait', 1]
6709.['Hussain Seraj', 'Kuwait', 1]
6710.['Khalaf Al-Salamah', 'Kuwait', 1]
6711.['Nawaf Humaidan', 'Kuwait', 1]
6712.['Fahad Al Hamad', 'Kuwait', 1]
6713.['Fahad Al-Rashidi', 'Kuwait', 1]
6714.['Anas Al Khouja', 'Kuwait', 1]
6715.['Mahmoud Baquir Younes', 'Kuwait', 1]
6716.['Fahad Al Enezi', 'Kuwait', 1]
6717.['Ali Maqseed', 'Kuwait', 1]
6718.['Aziz Mashaan', 'Kuwait', 1]
6719.['Fahad Al Hajeri', 'Kuwait', 1]
6720.['Abdullah Mawei', 'Kuwait', 1]
6721.['Redha Abujabarah', 'Kuwait', 1]
6722.['Hussain Al-Musawi', 'Kuwait', 1]
6723.['Mobarak Al-Faneeni', 'Kuwait', 1]
6724.['Shabib Al-Khaldi', 'Kuwait', 1]
6725.['Chen Wei-chuan', 'Kuwait', 1]
6726.['Faisal Ajab Al-Azemi', 'Kuwait', 1]
6727.['Vedat Muriqi', 'Kosovo', 7]
6728.['Valon Berisha', 'Kosovo', 3]
6729.['Amir Rrahmani', 'Kosovo', 3]
6730.['Atdhe Nuhiu', 'Kosovo', 2]
6731.['Milot Rashica', 'Kosovo', 2]
6732.['Mërgim Vojvoda', 'Kosovo', 2]
6733.['Arbër Zeneli', 'Kosovo', 1]
6734.['Elbasan Rashani', 'Kosovo', 1]
6735.['Florent Hadergjonaj', 'Kosovo', 1]
6736.['Besar Halimi', 'Kosovo', 1]
6737.['Dennis Oliech', 'Kenya', 16]
6738.['Michael Olunga', 'Kenya', 7]
6739.['William Ouma', 'Kenya', 6]
6740.['Mike Okoth Origi', 'Kenya', 6]
6741.['Joe Masiga', 'Kenya', 3]
6742.['Musa Otieno', 'Kenya', 3]
6743.['John Baraza', 'Kenya', 3]
6744.['Johanna Omolo', 'Kenya', 3]
6745.['Peter Ouma', 'Kenya', 2]
6746.['Sammy Owino', 'Kenya', 2]
6747.['Henry Motego', 'Kenya', 2]
6748.['Kennedy Simiyu', 'Kenya', 2]
6749.['Maurice Sunguti', 'Kenya', 2]
6750.['Titus Mulama', 'Kenya', 2]
6751.['McDonald Mariga', 'Kenya', 2]
6752.['Jonathan Niva', 'Kenya', 1]
6753.['Daniel Arudhi Nicodémus', 'Kenya', 1]
6754.['Daniel Anyanzwa', 'Kenya', 1]
6755.['John Shore', 'Kenya', 1]
6756.['Elly Adero', 'Kenya', 1]
6757.['Sam Tabu', 'Kenya', 1]
6758.['Sammy Ayoyi', 'Kenya', 1]
6759.['Sammy Onyango', 'Kenya', 1]
6760.['Peter Dawo', 'Kenya', 1]
6761.['George Onyango', 'Kenya', 1]
6762.['Mickey Weche', 'Kenya', 1]
6763.['Patrick Nachok', 'Kenya', 1]
6764.['Vincent Kwarula', 'Kenya', 1]
6765.['Francis Were', 'Kenya', 1]
6766.['Emmanuel Ake', 'Kenya', 1]
6767.['Edwin Mukenya', 'Kenya', 1]
6768.['Austin Makacha', 'Kenya', 1]
6769.['Jamal Mohamed', 'Kenya', 1]
6770.['Francis Ouma', 'Kenya', 1]
6771.['Julius Owino', 'Kenya', 1]
6772.['Allan Wanga', 'Kenya', 1]
6773.['Pascal Ochieng', 'Kenya', 1]
6774.['Brian Onyango', 'Kenya', 1]
6775.['Victor Wanyama', 'Kenya', 1]
6776.['Francis Kahata', 'Kenya', 1]
6777.['Andrew Murunga', 'Kenya', 1]
6778.['David Owino', 'Kenya', 1]
6779.['Ayub Masika', 'Kenya', 1]
6780.['Haron Shakava', 'Kenya', 1]
6781.['Richard Odada', 'Kenya', 1]
6782.['Ruslan Baltiyev', 'Kazakhstan', 8]
6783.['Dmitry Byakov', 'Kazakhstan', 7]
6784.['Sergei Ostapenko', 'Kazakhstan', 6]
6785.['Sergei Khizhnichenko', 'Kazakhstan', 5]
6786.['Islambek Kuat', 'Kazakhstan', 5]
6787.['Viktor Zubarev', 'Kazakhstan', 4]
6788.['Oleg Litvinenko', 'Kazakhstan', 4]
6789.['Igor Avdeyev', 'Kazakhstan', 4]
6790.['Bakhtiyar Zaynutdinov', 'Kazakhstan', 4]
6791.['Boulat Esmagambetov', 'Kazakhstan', 3]
6792.['Vladimir Loginov', 'Kazakhstan', 3]
6793.['Pavel Yevteyev', 'Kazakhstan', 3]
6794.['Konstantin Gorovenka', 'Kazakhstan', 3]
6795.['Kairat Nurdauletov', 'Kazakhstan', 3]
6796.['Yuriy Logvinenko', 'Kazakhstan', 3]
6797.['Gafurzhan Suyumbayev', 'Kazakhstan', 3]
6798.['Alexei Klishin', 'Kazakhstan', 2]
6799.['Nourken Mazbaev', 'Kazakhstan', 2]
6800.['Maksim Igorevich Shevchenko', 'Kazakhstan', 2]
6801.['Aleksandr Kuchma', 'Kazakhstan', 2]
6802.['Samat Smakov', 'Kazakhstan', 2]
6803.['Rinat Abdulin', 'Kazakhstan', 2]
6804.['Sergey Gridin', 'Kazakhstan', 2]
6805.['Andrei Finonchenko', 'Kazakhstan', 2]
6806.['Dmitriy Shomko', 'Kazakhstan', 2]
6807.['Bauyrzhan Turysbek', 'Kazakhstan', 2]
6808.['Aleksey Shchotkin', 'Kazakhstan', 2]
6809.['Ruslan Valiullin', 'Kazakhstan', 2]
6810.['Valeri Yablochkin', 'Kazakhstan', 1]
6811.['Vitali Sparyshev', 'Kazakhstan', 1]
6812.['Dmitri Yurist', 'Kazakhstan', 1]
6813.['Rafael Urazbakhtin', 'Kazakhstan', 1]
6814.['Yevgeniy Lunev', 'Kazakhstan', 1]
6815.['Askhat Kadyrkulov', 'Kazakhstan', 1]
6816.['Andrei Karpovich', 'Kazakhstan', 1]
6817.['Daniar Kenzhekhanov', 'Kazakhstan', 1]
6818.['Maksim Nizovtsev', 'Kazakhstan', 1]
6819.['Maksim Zhalmagambetov', 'Kazakhstan', 1]
6820.['Kairat Ashirbekov', 'Kazakhstan', 1]
6821.['Nurbol Zhumaskaliyev', 'Kazakhstan', 1]
6822.['Roman Uzdenov', 'Kazakhstan', 1]
6823.['Zhambyl Kukeyev', 'Kazakhstan', 1]
6824.['Tanat Nusserbayev', 'Kazakhstan', 1]
6825.['Ulan Konysbayev', 'Kazakhstan', 1]
6826.['Vitali Yevstigneyev', 'Kazakhstan', 1]
6827.['Heinrich Schmidtgal', 'Kazakhstan', 1]
6828.['Yuriy Pertsukh', 'Kazakhstan', 1]
6829.['Yan Vorogovskiy', 'Kazakhstan', 1]
6830.['Maxim Fedin', 'Kazakhstan', 1]
6831.['Bauyrzhan Islamkhan', 'Kazakhstan', 1]
6832.['Temirlan Yerlanov', 'Kazakhstan', 1]
6833.['Serikzhan Muzhikov', 'Kazakhstan', 1]
6834.['Hassan Abdel-Fattah', 'Jordan', 17]
6835.['Hamza Al-Dardour', 'Jordan', 11]
6836.['Ahmad Hayel', 'Jordan', 7]
6837.['Abdallah Deeb', 'Jordan', 7]
6838."[""Baha' Faisal"", 'Jordan', 7]"
6839.['Badran Al-Shagran', 'Jordan', 5]
6840.['Essam Abu Touk', 'Jordan', 5]
6841.['Amer Deeb', 'Jordan', 5]
6842.['Jeris Tadrus', 'Jordan', 4]
6843.['Mahmoud Shelbaieh', 'Jordan', 4]
6844.['Subhi Al-Gnimaz', 'Jordan', 3]
6845.['Mohammad Muharam', 'Jordan', 3]
6846."[""Baha' Abdel-Rahman"", 'Jordan', 3]"
6847.['Rateb Al-Dawud', 'Jordan', 2]
6848.['Jamal Abu Abed', 'Jordan', 2]
6849.['Mohamed Al-Diabaz', 'Jordan', 2]
6850.['Khaled Awad', 'Jordan', 2]
6851.['Ghanem Hamarsheh', 'Jordan', 2]
6852.['Hatem Aqel', 'Jordan', 2]
6853."[""Tha'er Bawab"", 'Jordan', 2]"
6854.['Bashar Bani Yaseen', 'Jordan', 2]
6855.['Saeed Murjan', 'Jordan', 2]
6856.['Yousef Al-Rawashdeh', 'Jordan', 2]
6857.['Ahmed Samir', 'Jordan', 2]
6858.['Ahmad Ersan', 'Jordan', 2]
6859.['Issam Said Saleh', 'Jordan', 1]
6860.['Hisham Abdul-Munam', 'Jordan', 1]
6861.['Aref Al-Shewaier', 'Jordan', 1]
6862.['Ahmad Al-Bashir', 'Jordan', 1]
6863.['Hassouneh Al-Sheikh', 'Jordan', 1]
6864.['Basam Al-Khateeb', 'Jordan', 1]
6865.['Bilal Al-Laham', 'Jordan', 1]
6866.['Rateb Al-Awadat', 'Jordan', 1]
6867.['Awad Ragheb', 'Jordan', 1]
6868.['Mustafa Shehdeh', 'Jordan', 1]
6869."[""Mo'ayyad Salim"", 'Jordan', 1]"
6870.['Haitham Al-Shboul', 'Jordan', 1]
6871.['Khaled Saad', 'Jordan', 1]
6872.['Anas Al-Zboun', 'Jordan', 1]
6873.['Abdel-Hadi Al-Maharmeh', 'Jordan', 1]
6874.['Waseem Al-Bzour', 'Jordan', 1]
6875.['Ali Diab', 'Jordan', 1]
6876.['Odai Al-Saify', 'Jordan', 1]
6877.['Basem Fathi', 'Jordan', 1]
6878.['Khalil Bani Attiah', 'Jordan', 1]
6879.['Mussab Al-Laham', 'Jordan', 1]
6880.['Munther Abu Amarah', 'Jordan', 1]
6881.['Yaseen Al-Bakhit', 'Jordan', 1]
6882.['Yousef Al-Naber', 'Jordan', 1]
6883.['Anas Bani Yaseen', 'Jordan', 1]
6884.['Musa Al-Taamari', 'Jordan', 1]
6885.['Tareq Khattab', 'Jordan', 1]
6886.['Feras Shelbaieh', 'Jordan', 1]
6887.['Salem Al-Ajalin', 'Jordan', 1]
6888.['Yazan Al-Arab', 'Jordan', 1]
6889.['Kazuyoshi Miura', 'Japan', 30]
6890.['Shinji Okazaki', 'Japan', 22]
6891.['Keisuke Honda', 'Japan', 21]
6892.['Takuya Takagi', 'Japan', 16]
6893.['Yuya Osako', 'Japan', 16]
6894.['Shinji Kagawa', 'Japan', 15]
6895.['Shunsuke Nakamura', 'Japan', 13]
6896.['Takumi Minamino', 'Japan', 11]
6897.['Naohiro Takahara', 'Japan', 10]
6898.['Masashi Nakayama', 'Japan', 9]
6899.['Yuji Nakazawa', 'Japan', 9]
6900.['Maya Yoshida', 'Japan', 9]
6901.['Genki Haraguchi', 'Japan', 9]
6902.['Hidetoshi Nakata', 'Japan', 8]
6903.['Akinori Nishizawa', 'Japan', 8]
6904.['Kazushi Kimura', 'Japan', 7]
6905.['Hiroshi Nanami', 'Japan', 7]
6906.['Takayuki Suzuki', 'Japan', 7]
6907.['Keiji Tamada', 'Japan', 7]
6908.['Ryoichi Maeda', 'Japan', 7]
6909.['Hiroaki Morishima', 'Japan', 6]
6910.['Yasuhito Endō', 'Japan', 6]
6911.['Takuma Asano', 'Japan', 6]
6912.['Junya Ito', 'Japan', 6]
6913.['Wagner Lopes', 'Japan', 5]
6914.['Takashi Fukunishi', 'Japan', 5]
6915.['Masashi Oguro', 'Japan', 5]
6916.['Hiromi Hara', 'Japan', 4]
6917.['Masahiro Fukuda', 'Japan', 4]
6918.['Marcus Tulio Tanaka', 'Japan', 4]
6919.['Ritsu Dōan', 'Japan', 4]
6920.['Takashi Mizunuma', 'Japan', 3]
6921.['Masami Ihara', 'Japan', 3]
6922.['Yutaka Akita', 'Japan', 3]
6923.['Atsushi Yanagisawa', 'Japan', 3]
6924.['Shinji Ono', 'Japan', 3]
6925.['Mitsuo Ogasawara', 'Japan', 3]
6926.['Seiichiro Maki', 'Japan', 3]
6927.['Kengo Nakamura', 'Japan', 3]
6928.['Hiroshi Kiyotake', 'Japan', 3]
6929.['Daichi Kamada', 'Japan', 3]
6930.['Kyogo Furuhashi', 'Japan', 3]
6931.['Ado Onaiwu', 'Japan', 3]
6932.['Toshio Iwatani', 'Japan', 2]
6933.['Teruki Miyamoto', 'Japan', 2]
6934.['Kunishige Kamamoto', 'Japan', 2]
6935.['Akihiro Nishimura', 'Japan', 2]
6936.['Takumi Horiike', 'Japan', 2]
6937.['Tetsuji Hashiratani', 'Japan', 2]
6938.['Masakiyo Maezono', 'Japan', 2]
6939.['Naoki Soma', 'Japan', 2]
6940.['Norio Omura', 'Japan', 2]
6941.['Shoji Jo', 'Japan', 2]
6942.['Tomokazu Myojin', 'Japan', 2]
6943.['Junichi Inamoto', 'Japan', 2]
6944.['Tatsuhiko Kubo', 'Japan', 2]
6945.['Koji Nakata', 'Japan', 2]
6946.['Yoshito Ōkubo', 'Japan', 2]
6947.['Atsuto Uchida', 'Japan', 2]
6948.['Mike Havenaar', 'Japan', 2]
6949.['Yasuyuki Konno', 'Japan', 2]
6950.['Yuzo Kurihara', 'Japan', 2]
6951.['Mu Kanazaki', 'Japan', 2]
6952.['Yuya Kubo', 'Japan', 2]
6953.['Takashi Inui', 'Japan', 2]
6954.['Koji Miyoshi', 'Japan', 2]
6955.['Shoya Nakajima', 'Japan', 2]
6956.['Hidemasa Morita', 'Japan', 2]
6957.['Sho Inagaki', 'Japan', 2]
6958.['Ao Tanaka', 'Japan', 2]
6959.['Kaoru Mitoma', 'Japan', 2]
6960.['Ken Naganuma', 'Japan', 1]
6961.['Koji Sasaki', 'Japan', 1]
6962.['Masashi Watanabe', 'Japan', 1]
6963.['Yasuyuki Kuwahara', 'Japan', 1]
6964.['Shusaku Hirasawa', 'Japan', 1]
6965.['Koji Mori', 'Japan', 1]
6966.['Nguyễn Vinh Quang', 'Japan', 1]
6967.['Hideki Maeda', 'Japan', 1]
6968.['Haruhisa Hasegawa', 'Japan', 1]
6969.['Koichi Hashiratani', 'Japan', 1]
6970.['Hisashi Kato', 'Japan', 1]
6971.['Oh Yong-Nam', 'Japan', 1]
6972.['Osamu Maeda', 'Japan', 1]
6973.['Katsuyoshi Shinto', 'Japan', 1]
6974.['Kenta Hasegawa', 'Japan', 1]
6975.['Hisashi Kurosaki', 'Japan', 1]
6976.['Tsuyoshi Kitazawa', 'Japan', 1]
6977.['Mitsunori Yoshida', 'Japan', 1]
6978.['Ruy Ramos', 'Japan', 1]
6979.['Masaaki Sawanobori', 'Japan', 1]
6980.['Hassan Abbas', 'Japan', 1]
6981.['Yasuto Honda', 'Japan', 1]
6982.['Motohiro Yamaguchi', 'Japan', 1]
6983.['Masayuki Okano', 'Japan', 1]
6984.['Atsuhiro Miura', 'Japan', 1]
6985.['Hideaki Kitajima', 'Japan', 1]
6986.['Shigeyoshi Mochizuki', 'Japan', 1]
6987.['Toshiya Fujita', 'Japan', 1]
6988.['Tsuneyasu Miyamoto', 'Japan', 1]
6989.['Akira Kaji', 'Japan', 1]
6990.['Yuki Abe', 'Japan', 1]
6991.['Tatsuya Tanaka', 'Japan', 1]
6992.['Ahmed Faris Al-Binali', 'Japan', 1]
6993.['Makoto Hasebe', 'Japan', 1]
6994.['Masahiko Inoha', 'Japan', 1]
6995.['Hajime Hosogai', 'Japan', 1]
6996.['Tadanari Lee', 'Japan', 1]
6997.['Yūichi Komano', 'Japan', 1]
6998.['Gaku Shibasaki', 'Japan', 1]
6999.['Masato Morishige', 'Japan', 1]
7000.['Takashi Usami', 'Japan', 1]
7001.['Sharif Mukhammad', 'Japan', 1]
7002.['Hamdi Al Masri', 'Japan', 1]
7003.['Hotaru Yamaguchi', 'Japan', 1]
7004.['Yosuke Ideguchi', 'Japan', 1]
7005.['Yoshinori Muto', 'Japan', 1]
7006.['Tsukasa Shiotani', 'Japan', 1]
7007.['Takehiro Tomiyasu', 'Japan', 1]
7008.['Yuto Nagatomo', 'Japan', 1]
7009.['Kensuke Nagai', 'Japan', 1]
7010.['Wataru Endo', 'Japan', 1]
7011.['Khash-Erdene Tuya', 'Japan', 1]
7012.['Ko Itakura', 'Japan', 1]
7013.['Kento Hashimoto', 'Japan', 1]
7014.['Hayao Kawabe', 'Japan', 1]
7015.['Sho Sasaki', 'Japan', 1]
7016.['Daizen Maeda', 'Japan', 1]
7017.['Luton Shelton', 'Jamaica', 11]
7018.['Theodore Whitmore', 'Jamaica', 9]
7019.['Andy Williams', 'Jamaica', 8]
7020.['Deon Burton', 'Jamaica', 8]
7021.['Marlon King', 'Jamaica', 8]
7022.['Onandi Lowe', 'Jamaica', 7]
7023.['Darren Mattocks', 'Jamaica', 7]
7024.['Hector Wright', 'Jamaica', 6]
7025.['Paul Davis', 'Jamaica', 6]
7026.['Walter Boyd', 'Jamaica', 6]
7027.['Demar Phillips', 'Jamaica', 6]
7028.['Shamar Nicholson', 'Jamaica', 5]
7029.['Lascelles Dunkley', 'Jamaica', 4]
7030.['Roderick Reid', 'Jamaica', 3]
7031.['Paul Young', 'Jamaica', 3]
7032.['Ian Goodison', 'Jamaica', 3]
7033.['Paul Hall', 'Jamaica', 3]
7034.['Ricardo Fuller', 'Jamaica', 3]
7035.['Ryan Johnson', 'Jamaica', 3]
7036.['Rodolph Austin', 'Jamaica', 3]
7037.['Je-Vaughn Watson', 'Jamaica', 3]
7038.['Michail Antonio', 'Jamaica', 3]
7039.['Devon Jarrett', 'Jamaica', 2]
7040.['Tyrone Marshall', 'Jamaica', 2]
7041.['Ricardo Gardner', 'Jamaica', 2]
7042.['Jermaine Hue', 'Jamaica', 2]
7043.['Omar Daley', 'Jamaica', 2]
7044.['Omar Cummings', 'Jamaica', 2]
7045.['Dane Richards', 'Jamaica', 2]
7046.['Garath McCleary', 'Jamaica', 2]
7047.['Giles Barnes', 'Jamaica', 2]
7048.['Adrian Mariappa', 'Jamaica', 2]
7049.['Romario Williams', 'Jamaica', 2]
7050.['Dever Orgill', 'Jamaica', 2]
7051.['Damion Lowe', 'Jamaica', 2]
7052.['Cory Burke', 'Jamaica', 2]
7053.['Daniel Johnson', 'Jamaica', 2]
7054.['Andre Gray', 'Jamaica', 2]
7055.['Leon Bailey', 'Jamaica', 2]
7056.['Demarai Gray', 'Jamaica', 2]
7057.['Oscar Black', 'Jamaica', 1]
7058.['Patrick Blair', 'Jamaica', 1]
7059.['Asher Welch', 'Jamaica', 1]
7060.['Syd Bartlett', 'Jamaica', 1]
7061.['Art Welch', 'Jamaica', 1]
7062.['Evan Welsh', 'Jamaica', 1]
7063.['Ricardo Hyde', 'Jamaica', 1]
7064.['Linnal Wilson', 'Jamaica', 1]
7065.['Peter Isaacs', 'Jamaica', 1]
7066.['Winston Anglin', 'Jamaica', 1]
7067.['Peter Cargill', 'Jamaica', 1]
7068.['Stephen Malcolm', 'Jamaica', 1]
7069.['Marcus Gayle', 'Jamaica', 1]
7070.['Fitzroy Simpson', 'Jamaica', 1]
7071.['Robbie Earle', 'Jamaica', 1]
7072.['Heriberto Morales', 'Jamaica', 1]
7073.['Jamie Lawrence', 'Jamaica', 1]
7074.['Damani Ralph', 'Jamaica', 1]
7075.['Micah Hyde', 'Jamaica', 1]
7076.['Damion Stewart', 'Jamaica', 1]
7077.['Teafore Bennett', 'Jamaica', 1]
7078.['Nyron Nosworthy', 'Jamaica', 1]
7079.['Marvin Elliott', 'Jamaica', 1]
7080.['Jermaine Beckford', 'Jamaica', 1]
7081.['Jermaine Anderson', 'Jamaica', 1]
7082.['Jobi McAnuff', 'Jamaica', 1]
7083.['Simon Dawkins', 'Jamaica', 1]
7084.['Clayton Donaldson', 'Jamaica', 1]
7085.['Shaun Francis', 'Jamaica', 1]
7086.['Kemar Lawrence', 'Jamaica', 1]
7087.['Bobby Decordova-Reid', 'Jamaica', 1]
7088.['Junior Flemmings', 'Jamaica', 1]
7089.['Kemar Roofe', 'Jamaica', 1]
7090.['Oniel Fisher', 'Jamaica', 1]
7091.['Ravel Morrison', 'Jamaica', 1]
7092.['Dujuan Richards', 'Jamaica', 1]
7093.['Julani Archibald', 'Jamaica', 1]
7094.['Jon Russell', 'Jamaica', 1]
7095."[""Di'Shon Bernard"", 'Jamaica', 1]"
7096."[""Amari'i Bell"", 'Jamaica', 1]"
7097.['Didier Drogba', 'Ivory Coast', 31]
7098.['Abdoulaye Traoré', 'Ivory Coast', 17]
7099.['Laurent Pokou', 'Ivory Coast', 15]
7100.['Joël Tiéhi', 'Ivory Coast', 14]
7101.['Ibrahima Bakayoko', 'Ivory Coast', 13]
7102.['Yaya Touré', 'Ivory Coast', 13]
7103.['Salomon Kalou', 'Ivory Coast', 13]
7104.['Gervinho', 'Ivory Coast', 11]
7105.['Aruna Dindane', 'Ivory Coast', 10]
7106.['Wilfried Bony', 'Ivory Coast', 10]
7107.['Abdul Kader Keïta', 'Ivory Coast', 8]
7108.['Kobenan Kouman', 'Ivory Coast', 7]
7109.['Bakari Koné', 'Ivory Coast', 7]
7110.['Max Gradel', 'Ivory Coast', 7]
7111.['Oumar Ben Salah', 'Ivory Coast', 6]
7112.['Boubacar Sanogo', 'Ivory Coast', 6]
7113.['Tchiressoua Guel', 'Ivory Coast', 5]
7114.['Eustache Manglé', 'Ivory Coast', 4]
7115.['Donald-Olivier Sié', 'Ivory Coast', 4]
7116.['Bonaventure Kalou', 'Ivory Coast', 4]
7117.['Jérôme Lèbre Mamahou', 'Ivory Coast', 3]
7118.['Lucien Kassi-Kouadio', 'Ivory Coast', 3]
7119.['Ahmed Ouattara', 'Ivory Coast', 3]
7120.['Sekou Cissé', 'Ivory Coast', 3]
7121.['Romaric', 'Ivory Coast', 3]
7122.['Seydou Doumbia', 'Ivory Coast', 3]
7123.['Jonathan Kodjia', 'Ivory Coast', 3]
7124.['Maxwel Cornet', 'Ivory Coast', 3]
7125.['Sébastien Haller', 'Ivory Coast', 3]
7126.['Nicolas Pépé', 'Ivory Coast', 3]
7127.['Diomandé Losseni', 'Ivory Coast', 2]
7128.['Mama Ouattara', 'Ivory Coast', 2]
7129.['Noël Kouamé', 'Ivory Coast', 2]
7130."[""Bernard N'Guessan"", 'Ivory Coast', 2]"
7131."[""Leon Goua G'Bize"", 'Ivory Coast', 2]"
7132.['Pascal Miézan', 'Ivory Coast', 2]
7133.['Youssouf Falikou Fofana', 'Ivory Coast', 2]
7134."[""Kouassi N'Dri"", 'Ivory Coast', 2]"
7135.['Sékou Bamba', 'Ivory Coast', 2]
7136.['Michel Bassolé', 'Ivory Coast', 2]
7137.['Fadel Keïta', 'Ivory Coast', 2]
7138.['Gilles Yapi Yapo', 'Ivory Coast', 2]
7139.['Kandia Traoré', 'Ivory Coast', 2]
7140.['Kanga Akalé', 'Ivory Coast', 2]
7141.['Siaka Tiéné', 'Ivory Coast', 2]
7142.['Lacina Traoré', 'Ivory Coast', 2]
7143.['Giovanni Sio', 'Ivory Coast', 2]
7144.['Serey Dié', 'Ivory Coast', 2]
7145.['Wilfried Zaha', 'Ivory Coast', 2]
7146.['Ibrahim Sangaré', 'Ivory Coast', 2]
7147.['Franck Kessié', 'Ivory Coast', 2]
7148.['Joseph Bléziri', 'Ivory Coast', 1]
7149.['Konan Yoboué', 'Ivory Coast', 1]
7150.['Jean-Louis Bozon', 'Ivory Coast', 1]
7151.['Henri Konan', 'Ivory Coast', 1]
7152.['François Tahi', 'Ivory Coast', 1]
7153.['Gaston Bawa', 'Ivory Coast', 1]
7154.['Lucien Kouassi Kouame', 'Ivory Coast', 1]
7155.['Ani Gome', 'Ivory Coast', 1]
7156.['Tia Koffi', 'Ivory Coast', 1]
7157.['Michel Goba', 'Ivory Coast', 1]
7158.['Jean-Pierre Guede Akenon', 'Ivory Coast', 1]
7159.['Yao Lambert Amani', 'Ivory Coast', 1]
7160.['Serge Maguy', 'Ivory Coast', 1]
7161.['Ben Badi', 'Ivory Coast', 1]
7162.['Adama Klofie Koné', 'Ivory Coast', 1]
7163.['Lassina Dao', 'Ivory Coast', 1]
